Recorded;CO;NO2;SO2;NOx
15-01-2022 00:00:00;0.09;3.39;0.4;7.34
14-01-2022 23:30:00;0.1;4.19;0.27;8.01
14-01-2022 23:00:00;0.13;10.54;0.32;16.73
14-01-2022 22:30:00;0.13;12.11;0.37;18.97
14-01-2022 22:00:00;0.17;21.34;0.4;33.01
14-01-2022 21:30:00;0.21;38.42;0.88;70.09
14-01-2022 21:00:00;0.16;19.18;0.61;37.91
14-01-2022 20:30:00;0.19;20.77;0.48;37.16
14-01-2022 20:00:00;0.17;18.88;0.53;26.32
14-01-2022 19:30:00;0.19;24.86;0.72;42.78
14-01-2022 19:00:00;0.19;24.35;0.43;37.08
14-01-2022 18:30:00;0.28;35.44;0.75;60.91
14-01-2022 18:00:00;0.21;27.39;0.72;43.99
14-01-2022 17:30:00;0.23;27.46;0.4;44.66
14-01-2022 17:00:00;0.2;22.59;0.32;36.49
14-01-2022 16:30:00;0.21;25.17;0.48;42.78
14-01-2022 16:00:00;0.22;27.88;0.53;49.88
14-01-2022 15:30:00;0.19;29.66;0.51;51.39
14-01-2022 15:00:00;0.17;23.52;0.51;45.88
14-01-2022 14:30:00;0.2;23.01;0.51;43.55
14-01-2022 14:00:00;0.17;25.4;0.56;46.05
14-01-2022 13:30:00;0.16;22.13;0.53;42.63
14-01-2022 13:00:00;0.14;19.03;0.48;36.15
14-01-2022 12:30:00;0.15;13.25;0.35;25.23
14-01-2022 12:00:00;0.15;17.06;0.43;32.38
14-01-2022 11:30:00;0.15;22.17;0.32;39.38
14-01-2022 11:00:00;0.14;14.46;0.19;25.15
14-01-2022 10:30:00;0.14;13.58;0.4;27.21
14-01-2022 10:00:00;0.14;11.36;0.21;22.7
14-01-2022 09:30:00;0.15;10.33;0.32;19.18
14-01-2022 09:00:00;0.14;11.99;0.32;21.23
14-01-2022 08:30:00;0.14;13.56;0.27;25.02
14-01-2022 08:00:00;0.15;9.08;0.21;18.67
14-01-2022 07:30:00;0.17;11.32;0.32;22.74
14-01-2022 07:00:00;0.16;7.76;0.16;16.43
14-01-2022 06:30:00;0.16;6.69;0.16;13.71
14-01-2022 06:00:00;0.15;5.22;0.21;11.17
14-01-2022 05:30:00;0.16;2.12;0.21;5.43
14-01-2022 04:30:00;0.15;0.98;0.21;2.79
14-01-2022 04:00:00;0.14;0.86;0.16;0.86
14-01-2022 03:30:00;0.14;0.65;0.0;1.42
14-01-2022 03:00:00;0.14;0.52;0.11;0.96
14-01-2022 02:30:00;0.14;0.63;0.13;1.45
14-01-2022 02:00:00;0.14;1.05;0.03;1.13
14-01-2022 01:30:00;0.13;1.51;0.11;1.57
14-01-2022 01:00:00;0.14;2.1;0.19;1.82
14-01-2022 00:30:00;0.14;1.01;0.11;0.69
14-01-2022 00:00:00;0.13;2.05;0.0;2.47
13-01-2022 23:30:00;0.13;2.05;0.0;3.17
13-01-2022 23:00:00;0.13;2.6;0.16;4.04
13-01-2022 22:30:00;0.14;3.25;0.19;5.32
13-01-2022 22:00:00;0.14;3.16;0.11;5.3
13-01-2022 21:30:00;0.14;2.81;0.08;4.17
13-01-2022 21:00:00;0.14;3.21;0.21;5.49
13-01-2022 20:30:00;0.14;3.08;0.11;4.84
13-01-2022 20:00:00;0.14;3.82;0.16;6.25
13-01-2022 19:30:00;0.14;4.26;0.19;7.44
13-01-2022 19:00:00;0.14;4.4;0.27;7.9
13-01-2022 18:30:00;0.15;5.72;0.24;8.93
13-01-2022 18:00:00;0.15;3.94;0.19;8.17
13-01-2022 17:30:00;0.15;4.42;0.11;7.98
13-01-2022 17:00:00;0.15;6.39;0.05;11.38
13-01-2022 16:30:00;0.15;7.78;0.0;12.74
13-01-2022 16:00:00;0.17;10.4;0.0;17.02
13-01-2022 15:30:00;0.16;8.24;0.0;13.85
13-01-2022 15:00:00;0.19;7.21;0.0;12.66
13-01-2022 14:30:00;0.16;8.53;0.08;15.61
13-01-2022 14:00:00;0.15;6.88;0.0;12.16
13-01-2022 13:30:00;0.17;7.13;0.0;13.23
13-01-2022 13:00:00;0.16;7.32;0.05;13.94
13-01-2022 12:30:00;0.16;7.17;0.0;12.45
13-01-2022 12:00:00;0.16;7.17;0.05;12.68
13-01-2022 11:30:00;0.15;6.87;0.13;12.93
13-01-2022 11:00:00;0.16;7.1;0.13;14.88
13-01-2022 10:30:00;0.15;9.18;0.13;17.17
13-01-2022 10:00:00;0.16;7.61;0.16;14.11
13-01-2022 09:30:00;0.15;7.88;0.08;13.29
13-01-2022 09:00:00;0.16;4.65;0.0;8.59
13-01-2022 08:30:00;0.16;5.78;0.0;10.38
13-01-2022 08:00:00;0.16;7.0;0.08;12.74
13-01-2022 07:30:00;0.17;6.2;0.0;11.19
13-01-2022 07:00:00;0.17;6.75;0.05;11.65
13-01-2022 06:30:00;0.16;6.04;0.11;9.73
13-01-2022 06:00:00;0.16;5.43;0.0;13.1
13-01-2022 05:30:00;0.15;4.9;0.0;8.61
13-01-2022 05:00:00;0.14;2.6;0.08;4.25
13-01-2022 04:30:00;0.15;2.56;0.05;4.02
13-01-2022 03:30:00;0.21;3.4;0.13;1.32
13-01-2022 03:00:00;0.22;3.02;0.05;1.57
13-01-2022 02:30:00;0.21;2.73;0.03;0.44
13-01-2022 02:00:00;0.21;3.17;0.0;0.33
13-01-2022 01:30:00;0.2;2.6;0.11;0.0
13-01-2022 01:00:00;0.21;2.89;0.0;0.42
13-01-2022 00:30:00;0.21;2.85;0.0;1.38
13-01-2022 00:00:00;0.22;3.48;0.0;1.74
12-01-2022 23:30:00;0.21;3.46;0.0;1.36
12-01-2022 23:00:00;0.23;4.4;0.05;3.94
12-01-2022 22:30:00;0.22;3.82;0.05;3.02
12-01-2022 22:00:00;0.23;5.07;0.05;4.76
12-01-2022 21:30:00;0.22;4.95;0.05;4.65
12-01-2022 21:00:00;0.22;5.93;0.05;5.81
12-01-2022 20:30:00;0.23;5.41;0.0;5.62
12-01-2022 20:00:00;0.23;6.56;0.13;7.06
12-01-2022 19:30:00;0.24;6.87;0.08;7.02
12-01-2022 19:00:00;0.23;6.73;0.05;7.67
12-01-2022 18:30:00;0.24;7.59;0.08;9.51
12-01-2022 18:00:00;0.23;6.81;0.16;8.09
12-01-2022 17:30:00;0.23;8.38;0.16;11.67
12-01-2022 17:00:00;0.22;9.1;0.03;12.07
12-01-2022 16:30:00;0.23;9.45;0.05;12.03
12-01-2022 16:00:00;0.23;8.01;0.16;10.23
12-01-2022 15:30:00;0.24;8.24;0.13;11.93
12-01-2022 15:00:00;0.26;11.23;0.16;15.8
12-01-2022 14:30:00;0.26;12.11;0.24;17.9
12-01-2022 14:00:00;0.26;10.75;0.29;14.34
12-01-2022 13:30:00;0.23;9.39;0.24;12.78
12-01-2022 13:00:00;0.22;10.14;0.16;12.85
12-01-2022 12:30:00;0.23;9.54;0.37;12.68
12-01-2022 12:00:00;0.26;10.92;0.29;14.99
12-01-2022 11:30:00;0.22;9.89;0.29;13.29
12-01-2022 11:00:00;0.21;11.51;0.32;17.79
12-01-2022 10:30:00;0.21;14.46;0.21;21.19
12-01-2022 10:00:00;0.21;18.95;0.29;27.98
12-01-2022 09:30:00;0.19;16.96;0.29;23.93
12-01-2022 09:00:00;0.17;13.71;0.24;17.21
12-01-2022 08:30:00;0.17;16.85;0.19;22.76
12-01-2022 08:00:00;0.2;20.96;0.24;31.42
12-01-2022 07:30:00;0.21;16.79;0.16;25.32
12-01-2022 07:00:00;0.19;15.32;0.05;22.19
12-01-2022 06:30:00;0.19;10.37;0.11;12.97
12-01-2022 05:30:00;0.13;9.2;0.0;14.34
12-01-2022 05:00:00;0.12;6.39;0.03;9.14
12-01-2022 04:30:00;0.12;4.63;0.0;6.23
12-01-2022 04:00:00;0.13;4.11;0.0;5.13
12-01-2022 03:30:00;0.13;4.51;0.0;6.46
12-01-2022 03:00:00;0.13;3.5;0.0;4.36
12-01-2022 02:30:00;0.14;3.9;0.0;4.55
12-01-2022 02:00:00;0.14;4.32;0.0;5.39
12-01-2022 01:30:00;0.15;4.99;0.0;6.06
12-01-2022 01:00:00;0.16;4.69;0.0;5.93
12-01-2022 00:30:00;0.17;4.97;0.0;6.12
12-01-2022 00:00:00;0.16;6.04;0.0;7.76
11-01-2022 23:30:00;0.16;7.19;0.0;8.55
11-01-2022 23:00:00;0.2;7.98;0.0;10.67
11-01-2022 22:30:00;0.21;9.68;0.0;12.49
11-01-2022 22:00:00;0.22;10.86;0.08;14.55
11-01-2022 21:30:00;0.24;14.32;0.0;18.93
11-01-2022 21:00:00;0.26;17.35;0.11;22.51
11-01-2022 20:30:00;0.27;18.26;0.19;23.12
11-01-2022 20:00:00;0.29;20.52;0.24;27.62
11-01-2022 19:30:00;0.3;23.28;0.37;32.49
11-01-2022 19:00:00;0.31;26.28;0.45;39.47
11-01-2022 18:30:00;0.3;26.93;0.05;40.6
11-01-2022 18:00:00;0.33;27.9;0.03;43.45
11-01-2022 17:30:00;0.34;32.4;0.64;60.05
11-01-2022 17:00:00;0.31;36.39;0.67;63.19
11-01-2022 16:30:00;0.33;41.2;0.72;79.06
11-01-2022 16:00:00;0.3;40.98;0.72;75.77
11-01-2022 15:30:00;0.33;36.15;1.25;99.18
11-01-2022 15:00:00;0.4;53.93;1.65;134.97
11-01-2022 14:30:00;0.31;66.78;1.54;125.84
11-01-2022 14:00:00;0.31;39.7;1.12;88.87
11-01-2022 13:30:00;0.26;32.47;1.04;75.64
11-01-2022 13:00:00;0.27;32.93;0.98;71.78
11-01-2022 12:30:00;0.28;39.86;1.49;112.4
11-01-2022 12:00:00;0.29;28.57;1.12;78.72
11-01-2022 11:30:00;0.29;34.92;1.12;78.28
11-01-2022 11:00:00;0.26;31.61;1.12;71.34
11-01-2022 10:30:00;0.28;30.87;1.33;92.35
11-01-2022 10:00:00;0.28;23.7;1.25;77.07
11-01-2022 09:30:00;0.31;32.09;1.44;89.85
11-01-2022 09:00:00;0.34;31.79;1.33;91.8
11-01-2022 08:30:00;0.34;36.47;1.65;110.16
11-01-2022 08:00:00;0.43;3.96;2.05;120.26
11-01-2022 07:30:00;0.47;35.84;1.44;102.01
11-01-2022 07:00:00;0.51;30.49;1.22;95.57
11-01-2022 06:30:00;0.42;24.77;1.73;107.37
11-01-2022 06:00:00;0.35;27.41;0.98;68.01
11-01-2022 05:30:00;0.36;27.88;0.8;53.57
11-01-2022 04:30:00;0.27;20.94;0.85;32.67
11-01-2022 04:00:00;0.28;7.29;0.4;9.22
11-01-2022 03:30:00;0.28;10.19;0.4;12.68
11-01-2022 03:00:00;0.28;7.9;0.29;8.91
11-01-2022 02:30:00;0.27;6.48;0.43;6.14
11-01-2022 02:00:00;0.28;5.79;0.35;6.41
11-01-2022 01:30:00;0.27;6.16;0.4;6.08
11-01-2022 01:00:00;0.27;5.66;0.4;6.79
11-01-2022 00:30:00;0.24;24.52;0.72;28.11
11-01-2022 00:00:00;0.24;6.77;0.29;7.02
10-01-2022 23:30:00;0.26;5.64;0.05;7.96
10-01-2022 23:00:00;0.3;11.05;0.32;25.34
10-01-2022 22:30:00;0.3;13.64;0.29;20.62
10-01-2022 22:00:00;0.35;12.49;0.21;22.49
10-01-2022 21:30:00;0.36;19.05;0.43;32.7
10-01-2022 21:00:00;0.38;17.33;0.37;33.28
10-01-2022 20:30:00;0.35;14.42;0.51;32.19
10-01-2022 20:00:00;0.4;21.32;0.77;57.91
10-01-2022 19:30:00;0.38;18.78;0.59;36.47
10-01-2022 19:00:00;0.49;13.9;0.56;31.82
10-01-2022 18:30:00;0.41;14.44;0.61;31.35
10-01-2022 18:00:00;0.47;18.4;1.46;88.36
10-01-2022 17:30:00;0.49;35.63;1.54;102.24
10-01-2022 17:00:00;0.52;38.9;1.14;94.36
10-01-2022 16:30:00;0.48;36.61;1.46;112.11
10-01-2022 16:00:00;0.47;32.49;0.98;84.05
10-01-2022 15:30:00;0.58;42.36;2.1;154.15
10-01-2022 15:00:00;0.55;36.85;1.41;96.98
10-01-2022 14:30:00;0.44;30.37;1.17;73.36
10-01-2022 14:00:00;0.44;41.0;1.38;99.47
10-01-2022 13:30:00;0.41;30.79;1.2;88.09
10-01-2022 13:00:00;0.42;34.75;1.2;82.45
10-01-2022 12:30:00;0.38;34.27;1.54;93.66
10-01-2022 12:00:00;0.43;27.79;1.22;80.04
10-01-2022 11:30:00;0.41;45.33;1.89;127.01
10-01-2022 11:00:00;0.41;41.08;1.54;112.74
10-01-2022 10:30:00;0.41;32.13;1.65;110.29
10-01-2022 10:00:00;0.36;41.33;1.17;93.16
10-01-2022 09:30:00;0.35;36.45;1.25;76.27
10-01-2022 09:00:00;0.4;27.58;1.49;85.87
10-01-2022 08:30:00;0.41;36.34;1.28;85.47
10-01-2022 08:00:00;0.42;35.94;1.49;96.12
10-01-2022 07:30:00;0.48;39.51;1.73;129.48
10-01-2022 07:00:00;0.56;37.92;1.46;99.93
10-01-2022 06:30:00;0.37;35.52;1.62;96.16
10-01-2022 06:00:00;0.28;38.23;1.41;88.36
10-01-2022 05:30:00;0.26;19.93;1.04;43.13
10-01-2022 05:00:00;0.24;11.11;0.72;14.11
10-01-2022 04:30:00;0.22;7.9;0.24;8.97
10-01-2022 03:30:00;0.17;4.86;0.29;7.96
10-01-2022 03:00:00;0.17;3.75;0.32;5.05
10-01-2022 02:30:00;0.2;4.25;0.93;8.36
10-01-2022 01:30:00;0.2;4.11;0.03;7.86
10-01-2022 01:00:00;0.2;4.55;0.16;12.58
10-01-2022 00:30:00;0.19;13.02;0.24;23.6
10-01-2022 00:00:00;0.21;5.26;0.11;10.9
09-01-2022 23:30:00;0.22;7.27;0.27;13.88
09-01-2022 23:00:00;0.23;10.63;0.51;18.84
09-01-2022 22:30:00;0.23;5.39;0.37;15.72
09-01-2022 22:00:00;0.23;10.88;0.53;19.3
09-01-2022 21:30:00;0.23;12.66;0.35;27.67
09-01-2022 21:00:00;0.26;11.21;0.4;23.31
09-01-2022 20:30:00;0.26;18.67;0.69;40.11
09-01-2022 20:00:00;0.26;14.67;0.69;27.71
09-01-2022 19:30:00;0.24;12.87;0.43;26.55
09-01-2022 19:00:00;0.23;14.23;0.48;31.4
09-01-2022 18:30:00;0.24;15.47;0.56;32.38
09-01-2022 18:00:00;0.27;14.84;0.53;34.04
09-01-2022 17:30:00;0.23;15.09;0.35;33.22
09-01-2022 17:00:00;0.27;18.61;0.32;38.9
09-01-2022 16:30:00;0.3;20.87;0.56;42.44
09-01-2022 16:00:00;0.28;33.51;0.9;71.99
09-01-2022 15:30:00;0.34;31.73;0.77;68.75
09-01-2022 15:00:00;0.26;16.75;0.56;39.82
09-01-2022 14:30:00;0.27;18.34;0.69;42.57
09-01-2022 14:00:00;0.27;20.0;0.75;42.76
09-01-2022 13:30:00;0.24;17.44;0.67;39.65
09-01-2022 13:00:00;0.2;15.74;0.64;34.0
09-01-2022 12:30:00;0.26;18.88;0.88;40.51
09-01-2022 12:00:00;0.26;23.06;1.06;56.99
09-01-2022 11:30:00;0.23;13.87;0.75;36.18
09-01-2022 11:00:00;0.23;20.23;0.72;47.2
09-01-2022 10:30:00;0.23;17.1;0.85;36.68
09-01-2022 10:00:00;0.21;20.25;0.75;36.26
09-01-2022 09:30:00;0.17;13.77;0.43;22.85
09-01-2022 09:00:00;0.19;14.29;0.29;21.21
09-01-2022 08:30:00;0.17;5.43;0.19;9.35
09-01-2022 08:00:00;0.16;27.23;0.56;33.97
09-01-2022 07:30:00;0.16;12.85;0.35;16.35
09-01-2022 07:00:00;0.21;12.79;0.37;17.1
09-01-2022 06:30:00;0.17;8.13;0.48;13.56
09-01-2022 05:30:00;0.16;5.55;0.32;5.87
09-01-2022 05:00:00;0.16;6.92;0.37;8.84
09-01-2022 04:30:00;0.15;4.92;0.27;5.89
09-01-2022 04:00:00;0.13;6.22;0.29;5.72
09-01-2022 03:30:00;0.14;6.45;0.32;6.45
09-01-2022 03:00:00;0.15;5.57;0.29;5.95
09-01-2022 02:30:00;0.16;6.22;0.32;7.08
09-01-2022 02:00:00;0.17;7.04;0.35;9.87
09-01-2022 01:30:00;0.16;8.3;0.29;11.38
09-01-2022 01:00:00;0.2;7.98;0.4;10.94
09-01-2022 00:30:00;0.19;11.21;0.4;14.42
09-01-2022 00:00:00;0.17;6.22;0.27;8.24
08-01-2022 23:30:00;0.22;8.13;0.35;17.06
08-01-2022 23:00:00;0.26;14.4;0.37;26.99
08-01-2022 22:30:00;0.24;18.86;0.56;34.23
08-01-2022 22:00:00;0.34;21.59;0.67;50.6
08-01-2022 21:30:00;0.34;26.91;0.75;60.44
08-01-2022 21:00:00;0.3;29.95;0.9;66.19
08-01-2022 20:30:00;0.34;32.53;0.82;65.35
08-01-2022 20:00:00;0.36;33.2;1.06;83.82
08-01-2022 19:30:00;0.35;27.02;0.56;52.57
08-01-2022 19:00:00;0.4;37.01;0.69;79.5
08-01-2022 18:30:00;0.41;46.42;1.04;107.02
08-01-2022 18:00:00;0.38;43.47;1.54;115.25
08-01-2022 17:30:00;0.51;65.89;1.44;148.1
08-01-2022 17:00:00;0.43;71.8;1.54;153.11
08-01-2022 16:30:00;0.38;54.6;0.98;97.61
08-01-2022 16:00:00;0.33;41.71;0.69;72.33
08-01-2022 15:30:00;0.23;17.69;0.27;25.72
08-01-2022 15:00:00;0.22;14.25;0.24;20.69
08-01-2022 14:30:00;0.21;16.33;0.27;23.39
08-01-2022 14:00:00;0.2;15.4;0.24;21.78
08-01-2022 13:30:00;0.17;14.23;0.29;19.37
08-01-2022 13:00:00;0.19;16.83;0.24;26.16
08-01-2022 12:30:00;0.19;13.58;0.11;18.23
08-01-2022 12:00:00;0.17;18.91;0.35;31.8
08-01-2022 11:30:00;0.17;13.1;0.13;21.08
08-01-2022 11:00:00;0.16;10.25;0.08;14.36
08-01-2022 10:30:00;0.16;7.73;0.0;10.69
08-01-2022 10:00:00;0.15;7.96;0.13;11.69
08-01-2022 09:30:00;0.15;5.39;0.24;7.11
08-01-2022 09:00:00;0.14;5.03;0.19;7.38
08-01-2022 08:30:00;0.15;12.66;0.32;16.81
08-01-2022 08:00:00;0.14;11.53;0.16;13.92
08-01-2022 07:30:00;0.15;13.54;0.08;20.33
08-01-2022 07:00:00;0.16;12.95;0.16;19.72
08-01-2022 06:30:00;0.17;19.89;0.32;33.53
08-01-2022 06:00:00;0.15;9.29;0.27;12.34
08-01-2022 05:30:00;0.15;8.47;0.37;10.81
08-01-2022 04:30:00;0.13;18.05;0.43;29.51
08-01-2022 04:00:00;0.16;8.64;0.37;11.32
08-01-2022 03:30:00;0.2;6.22;0.37;12.05
08-01-2022 03:00:00;0.19;7.88;0.43;13.62
08-01-2022 02:30:00;0.19;10.42;0.4;16.26
08-01-2022 02:00:00;0.22;11.07;0.32;18.57
08-01-2022 01:30:00;0.2;9.39;0.32;14.36
08-01-2022 01:00:00;0.22;9.35;0.27;14.59
08-01-2022 00:30:00;0.22;20.58;0.53;39.53
08-01-2022 00:00:00;0.22;13.54;0.24;20.79
07-01-2022 23:30:00;0.23;12.05;0.27;19.76
07-01-2022 23:00:00;0.27;20.6;0.43;37.41
07-01-2022 22:30:00;0.26;20.18;0.4;33.07
07-01-2022 22:00:00;0.28;27.73;0.77;60.13
07-01-2022 21:30:00;0.33;38.04;0.9;84.63
07-01-2022 21:00:00;0.33;33.79;0.59;55.33
07-01-2022 20:30:00;0.27;22.72;0.37;35.25
07-01-2022 20:00:00;0.3;29.51;0.64;55.94
07-01-2022 19:30:00;0.29;25.78;0.51;39.67
07-01-2022 19:00:00;0.4;41.37;0.59;69.94
07-01-2022 18:30:00;0.49;49.21;0.96;98.72
07-01-2022 18:00:00;0.45;52.06;1.17;103.7
07-01-2022 17:30:00;0.43;49.67;1.38;109.36
07-01-2022 17:00:00;0.41;46.24;0.8;90.79
07-01-2022 16:30:00;0.43;59.96;1.33;123.78
07-01-2022 16:00:00;0.47;63.07;1.3;130.72
07-01-2022 15:30:00;0.45;64.81;1.14;126.13
07-01-2022 15:00:00;0.51;68.58;1.38;136.23
07-01-2022 14:30:00;0.49;64.6;1.33;137.74
07-01-2022 14:00:00;0.44;55.63;1.78;119.03
07-01-2022 13:30:00;0.38;34.52;0.8;65.06
07-01-2022 13:00:00;0.34;33.99;0.9;71.13
07-01-2022 12:30:00;0.48;40.76;1.28;101.23
07-01-2022 12:00:00;0.37;36.26;1.17;87.78
07-01-2022 11:30:00;0.33;47.83;1.12;80.02
07-01-2022 11:00:00;0.34;27.96;0.85;58.98
07-01-2022 10:30:00;0.31;28.3;0.85;54.87
07-01-2022 10:00:00;0.3;26.83;0.64;54.45
07-01-2022 09:30:00;0.31;31.73;0.64;58.73
07-01-2022 09:00:00;0.28;32.49;0.72;57.43
07-01-2022 08:30:00;0.3;31.08;0.77;58.12
07-01-2022 08:00:00;0.34;33.32;0.82;68.62
07-01-2022 07:30:00;0.38;42.0;1.25;88.03
07-01-2022 07:00:00;0.35;31.29;0.82;65.69
07-01-2022 06:30:00;0.34;31.56;0.85;62.18
07-01-2022 06:00:00;0.26;23.12;0.75;47.33
07-01-2022 05:30:00;0.26;25.76;0.8;53.36
07-01-2022 05:00:00;0.22;14.32;0.51;24.42
07-01-2022 04:30:00;0.22;9.91;0.48;14.69
07-01-2022 03:30:00;0.21;6.77;0.96;45.67
07-01-2022 03:00:00;0.21;18.07;1.12;49.73
07-01-2022 02:30:00;0.2;15.89;1.04;42.13
07-01-2022 02:00:00;0.21;3.52;0.51;4.53
07-01-2022 01:30:00;0.19;6.5;0.48;6.98
07-01-2022 01:00:00;0.21;10.98;0.64;15.34
07-01-2022 00:30:00;0.21;17.4;0.59;27.64
07-01-2022 00:00:00;0.22;18.49;0.53;25.78
06-01-2022 23:30:00;0.24;13.2;0.56;20.9
06-01-2022 23:00:00;0.28;30.91;0.8;61.72
06-01-2022 22:30:00;0.3;28.48;0.72;53.99
06-01-2022 22:00:00;0.28;34.75;0.8;59.33
06-01-2022 21:30:00;0.31;36.55;0.82;62.6
06-01-2022 21:00:00;0.34;40.47;0.82;66.67
06-01-2022 20:30:00;0.28;31.63;0.69;46.72
06-01-2022 20:00:00;0.31;37.1;0.59;54.14
06-01-2022 19:30:00;0.44;56.0;1.09;102.36
06-01-2022 19:00:00;0.44;63.44;1.36;125.1
06-01-2022 18:30:00;0.45;67.61;2.05;149.0
06-01-2022 18:00:00;0.38;55.67;0.98;96.64
06-01-2022 17:30:00;0.44;55.46;1.25;111.33
06-01-2022 17:00:00;0.42;43.57;1.22;89.75
06-01-2022 16:30:00;0.33;31.8;0.77;57.59
06-01-2022 16:00:00;0.35;38.29;0.77;68.49
06-01-2022 15:30:00;0.42;49.27;1.28;101.76
06-01-2022 15:00:00;0.5;56.97;1.73;133.09
06-01-2022 14:30:00;0.38;47.93;1.52;100.94
06-01-2022 14:00:00;0.3;32.4;0.96;64.41
06-01-2022 13:30:00;0.29;35.3;1.04;65.33
06-01-2022 13:00:00;0.4;41.52;1.78;114.12
06-01-2022 12:30:00;0.31;44.89;1.65;107.37
06-01-2022 12:00:00;0.4;59.23;2.02;139.25
06-01-2022 11:30:00;0.31;60.01;1.86;140.95
06-01-2022 11:00:00;0.38;72.29;2.45;185.47
06-01-2022 10:30:00;0.38;69.16;3.33;226.61
06-01-2022 10:00:00;0.38;64.97;3.09;215.83
06-01-2022 09:30:00;0.43;72.52;3.49;256.43
06-01-2022 09:00:00;0.36;66.4;3.17;238.13
06-01-2022 08:30:00;0.43;84.99;4.18;312.52
06-01-2022 08:00:00;0.56;94.17;4.6;354.41
06-01-2022 07:30:00;0.49;76.63;3.96;290.15
06-01-2022 07:00:00;0.68;85.93;4.71;341.92
06-01-2022 06:30:00;0.36;70.4;2.0;176.68
06-01-2022 05:30:00;0.36;62.16;1.92;201.79
06-01-2022 05:00:00;0.21;88.76;4.28;360.98
06-01-2022 04:30:00;0.15;20.62;0.05;45.73
06-01-2022 04:00:00;0.16;9.35;0.0;14.8
06-01-2022 03:30:00;0.15;10.42;0.0;27.18
06-01-2022 03:00:00;0.13;8.24;0.0;15.24
06-01-2022 02:30:00;0.13;4.57;0.0;5.39
06-01-2022 02:00:00;0.14;4.4;0.0;5.32
06-01-2022 01:30:00;0.13;3.73;0.0;5.24
06-01-2022 01:00:00;0.13;4.53;0.0;6.27
06-01-2022 00:30:00;0.13;6.88;0.0;10.23
06-01-2022 00:00:00;0.13;3.1;0.0;4.67
05-01-2022 23:30:00;0.14;4.34;0.0;6.69
05-01-2022 23:00:00;0.15;9.18;0.0;14.94
05-01-2022 22:30:00;0.16;12.22;0.0;18.07
05-01-2022 22:00:00;0.17;11.74;0.0;16.18
05-01-2022 21:30:00;0.17;10.9;0.0;17.0
05-01-2022 21:00:00;0.19;15.59;0.0;26.6
05-01-2022 20:30:00;0.21;19.22;0.11;35.25
05-01-2022 20:00:00;0.22;25.26;0.16;50.57
05-01-2022 19:30:00;0.3;24.82;0.16;49.38
05-01-2022 19:00:00;0.2;19.76;0.08;42.3
05-01-2022 18:30:00;0.22;20.5;0.08;41.83
05-01-2022 18:00:00;0.23;23.05;0.48;64.66
05-01-2022 17:30:00;0.2;14.25;0.0;28.69
05-01-2022 17:00:00;0.23;26.74;0.16;54.77
05-01-2022 16:30:00;0.23;20.18;0.08;36.32
05-01-2022 16:00:00;0.26;26.09;0.11;50.83
05-01-2022 15:30:00;0.26;32.19;0.35;62.1
05-01-2022 15:00:00;0.31;37.41;0.82;90.52
05-01-2022 14:30:00;0.28;47.03;0.93;100.12
05-01-2022 14:00:00;0.24;29.3;0.64;68.14
05-01-2022 13:30:00;0.28;29.45;0.37;60.63
05-01-2022 13:00:00;0.21;27.14;0.85;83.37
05-01-2022 12:30:00;0.22;21.88;0.37;48.39
05-01-2022 12:00:00;0.21;20.33;0.29;47.14
05-01-2022 11:30:00;0.26;32.17;0.37;72.58
05-01-2022 11:00:00;0.23;27.27;0.11;55.63
05-01-2022 10:30:00;0.22;20.73;0.13;30.52
05-01-2022 10:00:00;0.22;24.17;0.35;35.25
05-01-2022 09:30:00;0.19;14.61;0.16;22.78
05-01-2022 09:00:00;0.19;12.66;0.11;18.59
05-01-2022 08:30:00;0.19;15.09;0.16;22.72
05-01-2022 08:00:00;0.19;17.23;0.29;26.37
05-01-2022 07:30:00;0.21;17.79;0.21;30.43
05-01-2022 07:00:00;0.2;16.16;0.21;26.79
05-01-2022 06:30:00;0.17;12.41;0.27;19.41
05-01-2022 06:00:00;0.17;7.8;0.27;14.86
05-01-2022 05:30:00;0.17;7.17;0.29;11.7
05-01-2022 04:30:00;0.15;4.86;0.0;6.1
05-01-2022 04:00:00;0.19;3.25;0.48;4.69
05-01-2022 03:30:00;0.17;2.26;0.53;4.0
05-01-2022 03:00:00;0.19;2.81;0.45;4.25
05-01-2022 02:30:00;0.19;2.07;0.4;4.69
05-01-2022 02:00:00;0.16;1.74;0.51;1.8
05-01-2022 01:30:00;0.17;1.99;0.51;3.21
05-01-2022 01:00:00;0.17;1.82;0.53;3.35
05-01-2022 00:30:00;0.17;1.53;0.56;3.12
05-01-2022 00:00:00;0.17;2.03;0.53;3.25
04-01-2022 23:30:00;0.16;6.22;0.64;8.87
04-01-2022 23:00:00;0.2;6.23;0.56;11.3
04-01-2022 22:30:00;0.19;7.17;0.37;14.06
04-01-2022 22:00:00;0.19;7.15;0.43;14.23
04-01-2022 21:30:00;0.19;5.97;0.43;11.55
04-01-2022 21:00:00;0.2;9.33;0.48;16.37
04-01-2022 20:30:00;0.19;6.27;0.43;12.2
04-01-2022 20:00:00;0.2;13.1;0.43;22.72
04-01-2022 19:30:00;0.22;23.28;0.59;36.03
04-01-2022 19:00:00;0.2;11.25;0.43;17.04
04-01-2022 18:30:00;0.21;9.98;0.43;14.25
04-01-2022 18:00:00;0.22;14.52;0.32;24.29
